iter	Passed	Remaining
519	3930	3628
520	3937	3619
521	3944	3612
522	3952	3604
523	3959	3597
524	3966	3588
525	3973	3580
526	3980	3572
527	3986	3564
528	3994	3556
529	4000	3547
530	4006	3538
531	4012	3530
532	4018	3520
533	4024	3512
534	4031	3504
535	4038	3495
536	4044	3486
537	4050	3478
538	4057	3470
539	4064	3462
540	4071	3454
541	4079	3447
542	4087	3440
543	4095	3432
544	4103	3426
545	4109	3417
546	4116	3409
547	4123	3401
548	4130	3393
549	4138	3385
550	4144	3377
551	4152	3370
552	4160	3363
553	4167	3354
554	4175	3347
555	4187	3344
556	4199	3340
557	4209	3334
558	4216	3326
559	4226	3321
560	4237	3315
561	4246	3309
562	4255	3303
563	4265	3297
564	4276	3292
565	4287	3287
566	4296	3280
567	4306	3275
568	4316	3269
569	4325	3263
570	4336	3257
571	4345	3251
572	4353	3244
573	4362	3237
574	4371	3230
575	4379	3224
576	4389	3217
577	4398	3211
578	4407	3204
579	4416	3197
580	4426	3192
581	4435	3185
582	4444	3178
583	4453	3172
584	4461	3165
585	4469	3157
586	4476	3149
587	4484	3142
588	4492	3134
589	4498	3126
590	4506	3118
591	4514	3111
592	4523	3104
593	4531	3097
594	4539	3090
595	4548	3083
596	4557	3076
597	4567	3070
598	4577	3064
599	4588	3058
600	4597	3052
601	4607	3045
602	4616	3039
603	4626	3033
604	4635	3026
605	4645	3020
606	4654	3013
607	4663	3006
608	4672	2999
609	4680	2992
610	4689	2985
611	4698	2978
612	4707	2971
613	4716	2964
614	4724	2957
615	4732	2950
616	4742	2943
617	4750	2936
618	4758	2928
619	4766	2921
620	4775	2914
621	4784	2907
622	4792	2900
623	4801	2893
624	4809	2885
625	4817	2878
626	4826	2871
627	4834	2863
628	4842	2856
629	4849	2848
630	4856	2840
631	4864	2832
632	4871	2824
633	4878	2816
634	4884	2807
635	4892	2800
636	4899	2792
637	4907	2784
638	4915	2776
639	4923	2769
640	4933	2763
641	4940	2755
642	4948	2747
643	4957	2740
644	4967	2733
645	4976	2727
646	4987	2720
647	4996	2714
648	5005	2706
649	5012	2699
650	5021	2691
651	5030	2684
652	5038	2677
653	5046	2669
654	5054	2662
655	5063	2655
656	5071	2647
657	5079	2639
658	5087	2632
659	5096	2625
660	5103	2617
661	5113	2610
662	5121	2603
663	5128	2595
664	5136	2587
665	5144	2579
666	5151	2572
667	5161	2565
668	5169	2557
669	5177	2550
670	5184	2541
671	5192	2534
672	5199	2526
673	5206	2518
674	5212	2509
675	5219	2501
676	5225	2492
677	5231	2484
678	5237	2476
679	5244	2467
680	5250	2459
681	5256	2450
682	5262	2442
683	5269	2434
684	5274	2425
685	5280	2417
686	5287	2409
687	5294	2400
688	5300	2392
689	5306	2383
690	5314	2376
691	5322	2369
692	5329	2360
693	5337	2353
694	5346	2346
695	5355	2339
696	5362	2331
697	5370	2323
698	5379	2316
699	5388	2309
700	5396	2301
701	5404	2294
702	5413	2286
703	5421	2279
704	5430	2272
705	5439	2265
706	5447	2257
707	5455	2249
708	5464	2242
709	5487	2241
710	5496	2234
711	5505	2226
712	5513	2219
713	5524	2212
714	5535	2206
715	5544	2199
716	5554	2192
717	5563	2185
718	5573	2178
719	5583	2171
720	5592	2164
721	5600	2156
722	5609	2149
723	5618	2141
724	5625	2133
725	5633	2126
726	5641	2118
727	5649	2110
728	5657	2103
729	5664	2095
730	5671	2087
731	5678	2079
732	5685	2070
733	5691	2062
734	5697	2054
735	5704	2046
736	5712	2038
737	5721	2031
738	5728	2023
739	5736	2015
740	5745	2008
741	5754	2000
742	5762	1993
743	5771	1985
744	5780	1978
745	5788	1970
746	5796	1963
747	5804	1955
748	5814	1948
749	5822	1940
750	5831	1933
751	5840	1926
752	5849	1918
753	5857	1911
754	5866	1903
755	5874	1896
756	5882	1888
757	5891	1880
758	5900	1873
759	5909	1866
760	5917	1858
761	5927	1851
762	5936	1843
763	5943	1836
764	5951	1828
765	5959	1820
766	5967	1812
767	5975	1805
768	5984	1797
769	5991	1789
770	5999	1782
771	6008	1774
772	6017	1767
773	6025	1759
774	6034	1751
775	6043	1744
776	6051	1736
777	6059	1728
778	6087	1726
779	6098	1720
780	6107	1712
781	6115	1704
782	6124	1697
783	6131	1689
784	6140	1681
785	6147	1673
786	6155	1665
787	6163	1658
788	6170	1650
789	6179	1642
790	6188	1635
791	6197	1627
792	6205	1619
793	6213	1611
794	6221	1604
795	6227	1596
796	6236	1588
797	6244	1580
798	6253	1573
799	6261	1565
800	6269	1557
801	6276	1549
802	6284	1541
803	6292	1533
804	6299	1526
805	6307	1518
806	6315	1510
807	6324	1502
808	6332	1495
809	6342	1487
810	6352	1480
811	6361	1472
812	6369	1465
813	6378	1457
814	6386	1449
815	6395	1442
816	6405	1434
817	6412	1426
818	6419	1418
819	6427	1410
820	6436	1403
821	6444	1395
822	6452	1387
823	6463	1380
824	6471	1372
825	6481	1365
826	6490	1357
827	6499	1350
828	6509	1342
829	6518	1335
830	6529	1327
831	6538	1320
832	6548	1312
833	6558	1305
834	6567	1297
835	6576	1290
836	6586	1282
837	6595	1275
838	6604	1267
839	6613	1259
840	6621	1251
841	6629	1244
842	6638	1236
843	6646	1228
844	6655	1220
845	6664	1213
846	6671	1205
847	6680	1197
848	6689	1189
849	6698	1182
850	6705	1174
851	6711	1165
852	6718	1157
853	6725	1149
854	6732	1141
855	6741	1134
856	6750	1126
857	6759	1118
858	6767	1110
859	6775	1103
860	6785	1095
861	6793	1087
862	6803	1080
863	6811	1072
864	6820	1064
865	6828	1056
866	6836	1048
867	6845	1040
868	6855	1033
869	6863	1025
870	6872	1017
871	6881	1010
872	6889	1002
873	6898	994
874	6907	986
875	6916	979
876	6923	971
877	6930	963
878	6939	955
879	6946	947
880	6953	939
881	6958	931
882	6964	922
883	6971	914
884	6977	906
885	6983	898
886	6990	890
887	6997	882
888	7004	874
889	7011	866
890	7017	858
891	7023	850
892	7028	842
893	7035	834
894	7041	826
895	7047	818
896	7053	809
897	7060	801
898	7067	793
899	7072	785
900	7079	777
901	7085	769
902	7091	761
903	7096	753
904	7102	745
905	7109	737
906	7116	729
907	7121	721
908	7127	713
909	7133	705
910	7139	697
911	7145	689
912	7151	681
913	7159	673
914	7167	665
915	7175	657
916	7184	650
917	7194	642
918	7202	634
919	7211	627
920	7219	619
921	7228	611
922	7238	603
923	7244	595
924	7251	587
925	7259	580
926	7268	572
927	7276	564
928	7284	556
929	7292	548
930	7301	541
931	7309	533
932	7332	526
933	7340	518
934	7348	510
935	7356	503
936	7364	495
937	7372	487
938	7380	479
939	7388	471
940	7396	463
941	7402	455
942	7410	447
943	7419	440
944	7439	432
945	7455	425
946	7471	418
947	7479	410
948	7487	402
949	7497	394
950	7507	386
951	7514	378
952	7521	370
953	7528	363
954	7535	355
955	7541	347
956	7549	339
957	7555	331
958	7563	323
959	7571	315
960	7581	307
961	7589	299
962	7596	291
963	7603	283
964	7612	276
965	7619	268
966	7628	260
967	7636	252
968	7644	244
969	7652	236
970	7659	228
971	7667	220
972	7674	212
973	7682	205
974	7689	197
975	7695	189
976	7701	181
977	7706	173
978	7713	165
979	7719	157
980	7725	149
981	7731	141
982	7736	133
983	7743	125
984	7748	117
985	7754	110
986	7761	102
987	7768	94
988	7773	86
989	7780	78
990	7788	70
991	7794	62
992	7800	54
993	7807	47
994	7812	39
995	7819	31
996	7826	23
997	7834	15
998	7843	7
999	7849	0
