iter	Passed	Remaining
378	3311	5425
379	3319	5415
380	3328	5407
381	3335	5395
382	3343	5386
383	3351	5376
384	3359	5366
385	3366	5354
386	3372	5342
387	3380	5331
388	3387	5321
389	3395	5311
390	3403	5300
391	3411	5290
392	3419	5281
393	3427	5271
394	3434	5260
395	3441	5249
396	3449	5238
397	3456	5228
398	3464	5218
399	3473	5209
400	3481	5199
401	3489	5191
402	3497	5180
403	3504	5169
404	3511	5159
405	3519	5149
406	3526	5138
407	3534	5127
408	3541	5117
409	3549	5107
410	3557	5098
411	3566	5089
412	3574	5080
413	3582	5070
414	3589	5060
415	3597	5050
416	3604	5039
417	3613	5030
418	3620	5020
419	3628	5010
420	3636	5001
421	3644	4991
422	3651	4981
423	3661	4973
424	3669	4964
425	3677	4954
426	3684	4944
427	3693	4935
428	3701	4926
429	3709	4916
430	3717	4908
431	3725	4898
432	3732	4887
433	3739	4877
434	3746	4866
435	3754	4856
436	3762	4847
437	3771	4838
438	3778	4828
439	3786	4819
440	3793	4808
441	3800	4797
442	3807	4786
443	3814	4776
444	3821	4766
445	3828	4755
446	3835	4745
447	3842	4734
448	3849	4723
449	3857	4714
450	3864	4704
451	3871	4693
452	3879	4684
453	3886	4674
454	3892	4662
455	3899	4651
456	3905	4641
457	3912	4630
458	3919	4619
459	3925	4608
460	3932	4597
461	3939	4588
462	3946	4577
463	3954	4568
464	3962	4558
465	3968	4548
466	3974	4536
467	3981	4526
468	3989	4516
469	3997	4507
470	4005	4499
471	4013	4490
472	4021	4480
473	4028	4469
474	4034	4458
475	4040	4448
476	4046	4437
477	4054	4427
478	4061	4417
479	4069	4408
480	4075	4397
481	4082	4387
482	4089	4377
483	4096	4366
484	4104	4357
485	4111	4348
486	4118	4338
487	4125	4328
488	4133	4319
489	4139	4308
490	4146	4298
491	4153	4288
492	4161	4279
493	4168	4269
494	4175	4260
495	4183	4250
496	4191	4241
497	4198	4232
498	4206	4223
499	4213	4213
500	4220	4204
501	4226	4193
502	4233	4183
503	4240	4173
504	4247	4163
505	4255	4154
506	4262	4144
507	4269	4135
508	4276	4125
509	4283	4115
510	4290	4105
511	4298	4096
512	4306	4087
513	4314	4079
514	4321	4069
515	4328	4059
516	4334	4049
517	4342	4040
518	4348	4030
519	4357	4022
520	4364	4012
521	4372	4004
522	4380	3995
523	4389	3987
524	4397	3979
525	4406	3970
526	4414	3961
527	4421	3952
528	4428	3943
529	4436	3934
530	4444	3925
531	4451	3916
532	4459	3907
533	4466	3897
534	4474	3888
535	4481	3879
536	4488	3869
537	4496	3861
538	4504	3852
539	4510	3842
540	4518	3833
541	4526	3824
542	4533	3815
543	4541	3806
544	4548	3797
545	4556	3788
546	4563	3779
547	4570	3769
548	4577	3760
549	4585	3751
550	4592	3742
551	4601	3734
552	4608	3724
553	4616	3716
554	4624	3707
555	4631	3698
556	4638	3689
557	4646	3680
558	4653	3671
559	4661	3662
560	4667	3652
561	4677	3645
562	4685	3636
563	4693	3628
564	4701	3619
565	4708	3610
566	4714	3600
567	4723	3592
568	4730	3583
569	4740	3576
570	4750	3568
571	4758	3560
572	4767	3552
573	4775	3544
574	4784	3536
575	4792	3527
576	4801	3520
577	4811	3512
578	4820	3504
579	4828	3496
580	4837	3488
581	4845	3479
582	4852	3471
583	4862	3463
584	4870	3455
585	4878	3446
586	4887	3438
587	4894	3429
588	4902	3420
589	4910	3412
590	4918	3403
591	4926	3395
592	4932	3385
593	4939	3376
594	4946	3367
595	4953	3357
596	4960	3348
597	4967	3339
598	4974	3329
599	4981	3320
600	4988	3311
601	4995	3302
602	5003	3293
603	5010	3284
604	5018	3276
605	5027	3268
606	5035	3260
607	5043	3251
608	5052	3243
609	5061	3236
610	5069	3227
611	5076	3218
612	5084	3210
613	5092	3201
614	5099	3192
615	5107	3183
616	5114	3174
617	5121	3165
618	5128	3156
619	5136	3148
620	5144	3139
621	5151	3130
622	5159	3122
623	5166	3112
624	5172	3103
625	5178	3093
626	5185	3084
627	5192	3075
628	5200	3067
629	5206	3057
630	5213	3048
631	5219	3039
632	5226	3030
633	5233	3021
634	5240	3012
635	5247	3003
636	5253	2993
637	5259	2984
638	5266	2975
639	5272	2966
640	5279	2956
641	5286	2948
642	5293	2939
643	5300	2930
644	5308	2921
645	5315	2912
646	5324	2904
647	5332	2896
648	5341	2888
649	5349	2880
650	5357	2871
651	5365	2863
652	5373	2855
653	5381	2847
654	5390	2839
655	5398	2830
656	5406	2822
657	5415	2814
658	5425	2807
659	5433	2799
660	5442	2791
661	5450	2783
662	5460	2775
663	5469	2767
664	5477	2759
665	5485	2751
666	5494	2743
667	5502	2734
668	5510	2726
669	5518	2717
670	5525	2709
671	5532	2700
672	5539	2691
673	5546	2682
674	5553	2673
675	5559	2664
676	5567	2656
677	5574	2647
678	5580	2638
679	5587	2629
680	5593	2620
681	5600	2611
682	5607	2602
683	5615	2594
684	5623	2585
685	5631	2577
686	5638	2569
687	5645	2560
688	5652	2551
689	5659	2542
690	5666	2533
691	5672	2524
692	5680	2516
693	5687	2507
694	5694	2498
695	5701	2490
696	5709	2482
697	5716	2473
698	5722	2464
699	5729	2455
700	5737	2447
701	5743	2438
702	5750	2429
703	5757	2420
704	5763	2411
705	5769	2402
706	5775	2393
707	5781	2384
708	5787	2375
709	5793	2366
710	5800	2357
711	5807	2349
712	5813	2340
713	5820	2331
714	5827	2322
715	5834	2314
716	5841	2305
717	5847	2296
718	5853	2287
719	5859	2278
720	5867	2270
721	5874	2261
722	5880	2253
723	5887	2244
724	5894	2235
725	5900	2226
726	5907	2218
727	5914	2209
728	5920	2200
729	5926	2192
730	5933	2183
731	5940	2174
732	5947	2166
733	5953	2157
734	5960	2148
735	5969	2141
736	5977	2133
737	5985	2125
738	5994	2117
739	6002	2108
740	6011	2101
741	6018	2092
742	6026	2084
743	6033	2076
744	6041	2067
745	6048	2059
746	6056	2051
747	6064	2043
748	6072	2035
749	6080	2026
750	6089	2018
751	6097	2010
752	6104	2002
753	6112	1994
754	6121	1986
755	6130	1978
756	6138	1970
757	6147	1962
758	6155	1954
759	6164	1946
760	6172	1938
761	6181	1930
762	6189	1922
763	6198	1914
764	6208	1907
765	6217	1899
766	6226	1891
767	6234	1883
768	6246	1876
769	6255	1868
770	6265	1860
771	6275	1853
772	6285	1845
773	6294	1837
774	6302	1829
775	6313	1822
776	6322	1814
777	6331	1806
778	6340	1798
779	6348	1790
780	6356	1782
781	6364	1774
782	6372	1766
783	6380	1757
784	6389	1749
785	6397	1741
786	6405	1733
787	6413	1725
788	6421	1717
789	6429	1709
790	6436	1700
791	6443	1692
792	6451	1684
793	6460	1676
794	6468	1668
795	6477	1660
796	6486	1652
797	6495	1644
798	6503	1636
799	6512	1628
800	6521	1620
801	6528	1611
802	6536	1603
803	6544	1595
804	6553	1587
805	6562	1579
806	6570	1571
807	6579	1563
808	6587	1555
809	6595	1547
810	6605	1539
811	6613	1531
812	6622	1523
813	6629	1514
814	6639	1507
815	6648	1499
816	6657	1491
817	6665	1482
818	6674	1474
819	6683	1467
820	6691	1458
821	6699	1450
822	6707	1442
823	6714	1434
824	6722	1426
825	6730	1417
826	6738	1409
827	6746	1401
828	6754	1393
829	6763	1385
830	6771	1377
831	6779	1368
832	6788	1360
833	6797	1352
834	6805	1344
835	6814	1336
836	6823	1328
837	6832	1320
838	6842	1312
839	6850	1304
840	6859	1296
841	6868	1288
842	6878	1281
843	6887	1272
844	6897	1265
845	6907	1257
846	6915	1249
847	6924	1241
848	6933	1233
849	6942	1225
850	6953	1217
851	6963	1209
852	6973	1201
853	6983	1193
854	6990	1185
855	6999	1177
856	7006	1169
857	7014	1160
858	7021	1152
859	7029	1144
860	7036	1136
861	7044	1127
862	7052	1119
863	7060	1111
864	7067	1103
865	7075	1094
866	7083	1086
867	7092	1078
868	7100	1070
869	7107	1062
870	7115	1053
871	7121	1045
872	7129	1037
873	7137	1028
874	7145	1020
875	7153	1012
876	7161	1004
877	7168	996
878	7177	987
879	7185	979
880	7193	971
881	7201	963
882	7209	955
883	7216	946
884	7223	938
885	7230	930
886	7239	922
887	7247	914
888	7256	906
889	7264	897
890	7272	889
891	7279	881
892	7286	873
893	7294	864
894	7302	856
895	7309	848
896	7316	840
897	7323	831
898	7330	823
899	7338	815
900	7346	807
901	7354	798
902	7361	790
903	7370	782
904	7378	774
905	7385	766
906	7394	758
907	7401	749
908	7410	741
909	7417	733
910	7424	725
911	7432	717
912	7439	708
913	7446	700
914	7454	692
915	7462	684
916	7468	676
917	7476	667
918	7484	659
919	7492	651
920	7500	643
921	7507	635
922	7515	626
923	7523	618
924	7531	610
925	7538	602
926	7546	594
927	7553	586
928	7561	577
929	7568	569
930	7576	561
931	7584	553
932	7592	545
933	7599	537
934	7606	528
935	7613	520
936	7620	512
937	7628	504
938	7637	496
939	7645	488
940	7652	479
941	7660	471
942	7667	463
943	7675	455
944	7682	447
945	7690	438
946	7696	430
947	7702	422
948	7709	414
949	7715	406
950	7722	397
951	7730	389
952	7737	381
953	7744	373
954	7750	365
955	7757	357
956	7764	348
957	7771	340
958	7779	332
959	7786	324
960	7793	316
961	7800	308
962	7807	299
963	7813	291
964	7821	283
965	7829	275
966	7836	267
967	7844	259
968	7851	251
969	7858	243
970	7865	234
971	7872	226
972	7880	218
973	7886	210
974	7893	202
975	7900	194
976	7907	186
977	7914	178
978	7923	169
979	7931	161
980	7938	153
981	7944	145
982	7951	137
983	7958	129
984	7966	121
985	7974	113
986	7981	105
987	7989	97
988	7996	88
989	8003	80
990	8011	72
991	8018	64
992	8025	56
993	8032	48
994	8039	40
995	8046	32
996	8054	24
997	8062	16
998	8070	8
999	8078	0
